name,price,last_volume,last_price,mean_price,mean_volume,abs_vol
Galil AR | Firefight (Well-Worn),1.532,24309,0.10613718411552348,0.042264335711496556,-0.009403655714239987,0.009403655714239987
StatTrak™ SG 553 | Phantom (Factory New),16.158,3737,0.2290256332243098,0.035784385581672414,-0.02443371918744334,0.02443371918744334
Souvenir AUG | Spalted Wood (Factory New),0.376,14195,-0.394524959742351,-0.3564282317921415,-0.04106176476839968,0.04106176476839968
StatTrak™ AK-47 | Ice Coaled (Minimal Wear),109.615,10880,-0.49165943988165084,-0.49165943988165084,-0.05226480836236934,0.05226480836236934
FAMAS | Sundown (Factory New),480.037,75,0.7830725171700362,0.8152296012616143,-0.6017736524485073,0.6017736524485073
SG 553 | Ol' Rusty (Minimal Wear),0.437,207653,0.0,-0.025303454715219414,0.08071609531202563,0.08071609531202563
AK-47 | Black Laminate (Well-Worn),132.353,346,0.08948202415985847,0.17729011678078987,-0.02111124657503991,0.02111124657503991
StatTrak™ FAMAS | Roll Cage (Minimal Wear),60.561499999999995,920,-0.049240164526358834,-0.06378574445768212,-0.005585563130037092,0.005585563130037092
Souvenir Galil AR | CAUTION! (Field-Tested),63.611000000000004,708,0.35677416602678963,0.2208125174489179,0.1512852833926079,0.1512852833926079
StatTrak™ M4A1-S | Flashback (Field-Tested),11.802,17588,-0.28111104343059035,0.023547318000898505,0.04559571164785197,0.04559571164785197
Galil AR | Tornado (Field-Tested),26.7025,4467,2.1377790834312576,1.1548001807820878,-0.45170833591498977,0.45170833591498977
StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),12.716000000000001,4775,0.5381637837183987,0.15569419261618614,-0.03272653299048954,0.03272653299048954
SG 553 | Dragon Tech (Well-Worn),2.15,17473,-0.39657591916923945,-0.39657591916923945,-0.29319202297641683,0.29319202297641683
StatTrak™ SG 553 | Darkwing (Battle-Scarred),2.826,6343,-0.05358338914936374,-0.1349584091727635,-0.1669199867149496,0.1669199867149496
StatTrak™ FAMAS | Hexane (Well-Worn),26.2295,66,0.6920074829054316,0.29849274634829404,0.10601801918539151,0.10601801918539151
Souvenir SG 553 | Hazard Pay (Minimal Wear),444.068,44,-0.30428815606625803,-0.22199619665092596,0.3611111111111111,0.3611111111111111
AK-47 | Red Laminate (Battle-Scarred),194.215,602,0.39579425483136055,0.29118086631986256,-0.24605821899803657,0.24605821899803657
StatTrak™ M4A4 | Cyber Security (Well-Worn),91.597,1047,0.24920047187502123,0.47969644585004706,-0.5355826223269018,0.5355826223269018
SG 553 | Ultraviolet (Well-Worn),94.861,900,0.4434004610433579,0.7117574748170159,-0.2411285740310265,0.2411285740310265
Souvenir AUG | Storm (Minimal Wear),104.19149999999999,30,0.5955452784392393,0.48816160614890314,-0.2181606672199444,0.2181606672199444
StatTrak™ AK-47 | Rat Rod (Minimal Wear),71.307,3235,0.2549851282141537,0.05274887812920965,-0.23643204088595837,0.23643204088595837
Souvenir Galil AR | Sage Spray (Minimal Wear),98.2715,18,0.07152281053733427,0.4453541422175953,-0.27196700727232237,0.27196700727232237
M4A4 | Tornado (Minimal Wear),77.76849999999999,1462,3.000643037193271,0.5220788435793075,-0.08111236483814092,0.08111236483814092
FAMAS | Cyanospatter (Minimal Wear),0.337,125814,-0.2593406593406593,-0.012251588808146962,-0.03133082421182972,0.03133082421182972
StatTrak™ M4A1-S | Chantico's Fire (Well-Worn),182.981,1187,0.09929199446091554,0.03770126232005193,0.04040190534475848,0.04040190534475848
StatTrak™ AK-47 | Leet Museo (Minimal Wear),393.333,443,0.025217772078257226,0.20492240829230815,-0.4359791370317686,0.4359791370317686
M4A1-S | Briefing (Battle-Scarred),14.572,7268,0.23407859078590781,0.4064165623857896,-0.16295847315692455,0.16295847315692455
FAMAS | CaliCamo (Battle-Scarred),14.656500000000001,751,2.1174093374454963,1.9214582919111538,-0.7387196934700534,0.7387196934700534
M4A4 | Griffin (Well-Worn),18.386000000000003,1808,0.03472339467612159,0.1376163108401895,-0.15060155336833334,0.15060155336833334
SG 553 | Waves Perforated (Field-Tested),0.034,806007,-0.4333333333333333,-0.06221348313478719,0.03146080812275436,0.03146080812275436
AK-47 | The Empress (Field-Tested),173.08749999999998,34538,0.4026198714780027,0.0004286852359482937,0.18504653965984463,0.18504653965984463
AK-47 | Leet Museo (Minimal Wear),193.88,5416,0.5504446292623631,0.38265246269009423,-0.46233823134803953,0.46233823134803953
StatTrak™ FAMAS | Crypsis (Well-Worn),1.432,3635,0.013446567586694907,-0.08267036697277388,-0.14603792757594025,0.14603792757594025
AK-47 | Bloodsport (Field-Tested),520.527,8491,0.3845754853742683,0.24186590404846156,-0.11720140269924505,0.11720140269924505
Galil AR | Hunting Blind (Minimal Wear),13.372,870,1.4994392523364488,0.576609467653214,-0.27935282822657964,0.27935282822657964
AK-47 | Uncharted (Battle-Scarred),1.62,129201,-0.0919282511210762,-0.05852179298105084,-0.06856974717284023,0.06856974717284023
FAMAS | Cyanospatter (Well-Worn),0.181,60488,-0.4272151898734177,0.0009627951671835672,0.007866918877726429,0.007866918877726429
M4A4 | Poly Mag (Battle-Scarred),0.229,147352,-0.25407166123778496,-0.25407166123778496,-0.33023035944801005,0.33023035944801005
StatTrak™ M4A1-S | Night Terror (Minimal Wear),13.619,52950,-0.35073417238749044,-0.35073417238749044,-0.2167854924119161,0.2167854924119161
StatTrak™ Galil AR | Kami (Minimal Wear),15.503499999999999,4217,0.7159380188157165,0.29554963943651263,-0.2810808307207571,0.2810808307207571
FAMAS | Roll Cage (Factory New),64.805,1253,-0.11668892947686929,-0.009614185187001611,-0.027168721144119095,0.027168721144119095
StatTrak™ AK-47 | Leet Museo (Field-Tested),237.985,1108,0.03971480310798215,0.17838742595097135,-0.4371150501851654,0.4371150501851654
StatTrak™ M4A4 | Buzz Kill (Factory New),357.724,400,-0.1311389404346686,0.00588164893522219,0.029886632942585548,0.029886632942585548
M4A1-S | VariCamo (Field-Tested),2.911,162680,-0.38895885810243497,0.25147064219567355,-0.0527130290689281,0.0527130290689281
M4A4 | The Emperor (Field-Tested),55.647999999999996,38337,-0.08587949273933901,-0.11522418112686057,-0.034045369588174265,0.034045369588174265
StatTrak™ FAMAS | Decommissioned (Well-Worn),0.63,15024,-0.2455089820359281,-0.2205140418940412,-0.19844998289550964,0.19844998289550964
FAMAS | Commemoration (Well-Worn),33.283500000000004,2196,-0.395460985178727,-0.030076550759261553,-0.047151021673066666,0.047151021673066666
AUG | Condemned (Battle-Scarred),0.201,74814,-0.46256684491978606,0.0382052063350792,0.026199084871943223,0.026199084871943223
StatTrak™ M4A1-S | Guardian (Field-Tested),232.286,620,0.00925020746707678,0.11715664549214273,-0.29846390761752367,0.29846390761752367
FAMAS | Djinn (Minimal Wear),22.285,5473,0.1468196788801977,0.1652299729490115,-0.2066014241650186,0.2066014241650186
FAMAS | Mecha Industries (Field-Tested),13.321,32965,0.08539069502159212,0.1366573441172648,0.028911241034871752,0.028911241034871752
M4A4 | Faded Zebra (Battle-Scarred),18.392,1388,0.7629523124850226,0.569039100864851,-0.2462704168539524,0.2462704168539524
SG 553 | Barricade (Battle-Scarred),22.027,686,1.6146358834352188,0.9798927092986238,-0.4205202157283722,0.4205202157283722
Galil AR | VariCamo (Well-Worn),0.218,20933,-0.44529262086514,0.03760121496419912,0.055981496483711125,0.055981496483711125
StatTrak™ M4A4 | Faded Zebra (Battle-Scarred),21.9,868,-0.14845633408507666,0.1584162466636794,-0.2512646209683073,0.2512646209683073
Souvenir AK-47 | Safety Net (Battle-Scarred),68.9625,304,-0.0793461137959576,-0.032760818843667834,0.3718189524548967,0.3718189524548967
StatTrak™ M4A1-S | Golden Coil (Minimal Wear),919.95,295,0.1239338846610117,0.14706129824034742,-0.20329033221547008,0.20329033221547008
AUG | Storm (Factory New),1.635,26538,0.8967517401392112,0.19283510038156507,0.05234851878815707,0.05234851878815707
Souvenir SG 553 | Fallout Warning (Factory New),48.803,205,0.18212866970254796,0.145599239156535,-0.11180474835489315,0.11180474835489315
StatTrak™ AUG | Triqua (Battle-Scarred),0.505,12664,-0.11558669001751305,-0.1614787543597647,0.0513571185754795,0.0513571185754795
AUG | Storm (Field-Tested),0.035,886946,-0.4166666666666666,-0.057298304504563885,0.04966679634948992,0.04966679634948992
StatTrak™ FAMAS | Meow 36 (Battle-Scarred),0.442,35403,-0.38781163434903043,-0.38781163434903043,-0.36302626844188557,0.36302626844188557
AUG | Tom Cat (Field-Tested),0.27,132693,-0.021739130434782625,-0.0049071955250444554,-0.2704381260085037,0.2704381260085037
Souvenir SG 553 | Damascus Steel (Well-Worn),19.921,293,0.23948481831757096,0.14988354576230675,0.02030641124471045,0.02030641124471045
Souvenir SG 553 | Integrale (Battle-Scarred),210.1535,130,0.08665425683187258,0.12129930478607923,0.664114081996435,0.664114081996435
SG 553 | Darkwing (Field-Tested),1.7599999999999998,76055,-0.0951156812339333,-0.08111468119296607,-0.2632061095623523,0.2632061095623523
StatTrak™ Galil AR | Signal (Well-Worn),7.355,2975,0.19632400780741718,0.047991759805105366,0.010216014342178767,0.010216014342178767
StatTrak™ AUG | Syd Mead (Field-Tested),14.532,5143,0.04344079844905582,0.05840581746758027,-0.004457944648649237,0.004457944648649237
M4A4 | Griffin (Battle-Scarred),8.21,11377,0.12005457025920883,0.1707083105857528,-0.09248970231782137,0.09248970231782137
StatTrak™ Galil AR | Vandal (Factory New),25.354,1041,0.878074074074074,0.7662429193899782,-0.35274000885033074,0.35274000885033074
AUG | Anodized Navy (Factory New),139.022,762,0.4014455790884986,0.5306083591761853,-0.26557429561186086,0.26557429561186086
Souvenir M4A1-S | Control Panel (Minimal Wear),580.25,24,-0.16239080585871724,-0.10213663077846429,0.750626516181819,0.750626516181819
M4A1-S | Welcome to the Jungle (Field-Tested),5301.92,20,0.15999408398466383,0.012317371758027496,-0.3222222222222222,0.3222222222222222
StatTrak™ AK-47 | Aquamarine Revenge (Battle-Scarred),208.1335,1480,0.14508808221740516,0.07990963739066347,-0.08381730371176621,0.08381730371176621
SG 553 | Hypnotic (Minimal Wear),178.586,17,0.5920161175295965,0.15001404217786837,-0.29844708338770715,0.29844708338770715
AK-47 | Fire Serpent (Field-Tested),4263.4755000000005,222,0.018353031716618572,0.4460141726003128,-0.3520598722090443,0.3520598722090443
Souvenir Galil AR | Hunting Blind (Factory New),12.5085,1546,0.49248299725569733,0.09274666791141477,-0.045914428417173275,0.045914428417173275
FAMAS | Prime Conspiracy (Factory New),400.731,335,0.5797335120432057,0.9478705723624807,-0.6005259854978496,0.6005259854978496
AUG | Radiation Hazard (Well-Worn),7.6015,1053,0.8021574205784732,0.3178112663850845,-0.24073748558214417,0.24073748558214417
StatTrak™ M4A4 | Bullet Rain (Field-Tested),162.515,509,0.37331203839848565,0.0959461020559903,-0.22032931593753652,0.22032931593753652
AUG | Wings (Minimal Wear),100.304,1513,0.43054367048890413,0.7003760042894328,-0.2748276097288249,0.2748276097288249
Souvenir Galil AR | Hunting Blind (Field-Tested),4.12,5310,0.419710544452102,0.11264438020065698,-0.06344194956551523,0.06344194956551523
AUG | Chameleon (Field-Tested),10.536,25784,-0.2480194133181072,0.1279235785157615,-0.14957129526849397,0.14957129526849397
Souvenir M4A1-S | Boreal Forest (Battle-Scarred),430.4435,7,-0.1194881519302208,0.45502200050702907,0.2423950388236103,0.2423950388236103
StatTrak™ AK-47 | Asiimov (Well-Worn),290.719,583,-0.007788369322971534,0.0009520356206167164,0.09048682490710566,0.09048682490710566
AUG | Akihabara Accept (Battle-Scarred),1366.3609999999999,46,0.1932736708578863,0.4180924652393183,-0.27369830486905844,0.27369830486905844
M4A1-S | Master Piece (Minimal Wear),1077.903,225,0.5460101317238847,0.19958438938439094,-0.23121855271851743,0.23121855271851743
StatTrak™ AK-47 | Blue Laminate (Well-Worn),148.002,192,0.269956495997117,0.12563727273781045,-0.193461430965869,0.193461430965869
M4A4 | X-Ray (Factory New),87.4485,2808,-0.09868278655576514,0.21317391128512714,-0.30647935230549866,0.30647935230549866
StatTrak™ AK-47 | Ice Coaled (Well-Worn),63.411,3927,-0.42423251886355584,-0.42423251886355584,0.19434306569343066,0.19434306569343066
StatTrak™ FAMAS | Afterimage (Well-Worn),127.53800000000001,41,0.9698509537416017,0.14161528340993795,-0.11793119212842579,0.11793119212842579
AK-47 | Fire Serpent (Well-Worn),3237.665,22,0.12190957817656627,0.38019357817616484,-0.28613593862682035,0.28613593862682035
M4A4 | Faded Zebra (Factory New),88.142,150,0.5926782552130389,0.3218270022411879,-0.27083097838144393,0.27083097838144393
StatTrak™ Galil AR | Sandstorm (Minimal Wear),23.433,1502,0.31668258695285717,0.2685687743717293,-0.2853385885177909,0.2853385885177909
AK-47 | Neon Rider (Minimal Wear),402.779,6915,0.415047077009556,0.14014546165335023,-0.07369643864097106,0.07369643864097106
AUG | Surveillance (Well-Worn),3.4905,4087,4.82235195996664,3.5358372265957856,-0.3361751081040041,0.3361751081040041
StatTrak™ M4A4 | In Living Color (Minimal Wear),148.042,2064,-0.17636160819844054,-0.10855934272558349,0.07672700201807511,0.07672700201807511
SG 553 | Cyrex (Factory New),67.2795,1473,-0.024234777122718563,0.1679302309359531,-0.2157471032083123,0.2157471032083123
M4A1-S | Moss Quartz (Minimal Wear),204.059,1747,2.2185200665599396,1.1169575728457064,-0.4114538984743172,0.4114538984743172
M4A1-S | Basilisk (Minimal Wear),32.487,20055,0.4682726204465335,0.31191918734430235,-0.2684246425086268,0.2684246425086268
M4A1-S | Flashback (Battle-Scarred),1.644,38681,-0.5382022471910113,-0.004965331465824198,0.02857026079710727,0.02857026079710727
Souvenir FAMAS | CaliCamo (Field-Tested),0.086,89464,-0.37226277372262784,-0.3761766357300922,-0.03805175207250894,0.03805175207250894
FAMAS | Decommissioned (Well-Worn),0.456,35164,0.34117647058823525,0.1101805063658469,-0.2921010696664483,0.2921010696664483
M4A1-S | Flashback (Minimal Wear),3.829,63614,-0.3664791528788881,0.01756401003730462,-0.0434410671442327,0.0434410671442327
FAMAS | Rapid Eye Movement (Battle-Scarred),5.1105,44886,-0.20545708955223885,-0.20545708955223885,-0.218721715519042,0.218721715519042
StatTrak™ AK-47 | Leet Museo (Factory New),775.7739999999999,152,0.008068849329718217,0.2690668724442142,-0.5405217717717717,0.5405217717717717
FAMAS | Afterimage (Minimal Wear),132.079,715,-0.057736209799389246,0.40491205902407335,-0.35011034079410724,0.35011034079410724
AK-47 | Redline (Battle-Scarred),68.64150000000001,13540,0.40904238940778,0.22651558962923257,-0.15597835947486768,0.15597835947486768
SG 553 | Bulldozer (Minimal Wear),593.89,102,0.5784682566788351,0.5253310601223755,-0.34497130646852303,0.34497130646852303
Souvenir Galil AR | Sage Spray (Field-Tested),41.186499999999995,255,0.24887049334424927,0.3742330790324888,-0.12688406709117317,0.12688406709117317
