name,price,last_volume,last_price,mean_price,mean_volume,abs_vol
StatTrak™ AWP | Worm God (Well-Worn),24.53812747252747,2495,-0.06500935965279957,0.027976098245456972,-0.13221272373288837,0.13221272373288837
SSG 08 | Ghost Crusader (Minimal Wear),6.426637178051512,28164,0.23634252846074644,0.13052058531590344,-0.09686977036556896,0.09686977036556896
G3SG1 | Dream Glade (Factory New),6.511295988934992,13856,0.016004734965927102,0.016004734965927102,-0.19192861725083105,0.19192861725083105
SCAR-20 | Army Sheen (Factory New),17.142613365155132,2148,0.7527146438628327,0.48378573840374783,-0.3449982124658786,0.3449982124658786
G3SG1 | Orange Crash (Field-Tested),0.4439923273657289,48569,0.37242400969242323,0.08973527021466476,-0.011094091111903879,0.011094091111903879
AWP | Graphite (Minimal Wear),668.9426707317073,398,-0.21440179072508875,0.42019710997239856,-0.2779471065116298,0.2779471065116298
StatTrak™ G3SG1 | Orange Crash (Well-Worn),0.7609129464285714,2251,-0.12320059652343872,-0.02945183867307301,-0.009945028351738692,0.009945028351738692
StatTrak™ G3SG1 | Black Sand (Field-Tested),4.906439075630252,3198,0.7075898872906379,0.3699730623108282,-0.14014928269655016,0.14014928269655016
G3SG1 | Green Apple (Minimal Wear),0.45234675834970534,363463,-0.3799862303173455,0.1528499900072646,0.06938329754725155,0.06938329754725155
Souvenir G3SG1 | Jungle Dashed (Well-Worn),49.40865517241378,35,-0.3743157914226151,0.7782412738721289,0.0031938919535818475,0.0031938919535818475
G3SG1 | Contractor (Factory New),42.11542857142857,84,0.19267119572546368,0.5986665724331064,-0.2435910660715469,0.2435910660715469
SCAR-20 | Cardiac (Minimal Wear),21.577334894613585,1913,-0.06174066839052119,0.11519968933772348,-0.23636153729284115,0.23636153729284115
StatTrak™ SCAR-20 | Outbreak (Field-Tested),1.551542307692308,6012,0.34147471748115604,0.0811553854400202,0.05837508214316557,0.05837508214316557
AWP | Acheron (Battle-Scarred),1.1877504950495048,69883,-0.6928396158072754,-0.27469999409539525,0.4042188550347598,0.4042188550347598
StatTrak™ G3SG1 | Ventilator (Minimal Wear),1.360362563237774,7379,0.08333933821721567,-0.002566443643260966,-0.11472031754288696,0.11472031754288696
G3SG1 | New Roots (Well-Worn),90.49616,27,0.7987244601085807,2.004781599970761,-0.8308916875004868,0.8308916875004868
Souvenir SSG 08 | Tropical Storm (Well-Worn),12.69874431818182,258,-0.3483274235288344,0.04423652356665573,-0.029568422152005218,0.029568422152005218
G3SG1 | Polar Camo (Factory New),0.560605548854041,16719,-0.5439325969283808,0.03831202336811216,-0.002511971751982251,0.002511971751982251
AWP | Pit Viper (Battle-Scarred),1.3724505617977532,24096,-0.5511789309740767,-0.12470085161754746,0.032223297335905225,0.032223297335905225
SSG 08 | Blood in the Water (Field-Tested),189.57923948220062,571,0.10565412913351523,0.1324518630459701,-0.200195946105336,0.200195946105336
AWP | Snake Camo (Well-Worn),374.9222045454546,50,-0.055229650026803086,0.48328797022793246,0.4492006922484835,0.4492006922484835
Souvenir G3SG1 | Desert Storm (Well-Worn),2.5066993464052287,709,-0.199268174237236,0.11873382474533598,-0.08733061789388813,0.08733061789388813
StatTrak™ G3SG1 | Hunter (Field-Tested),0.6785604075691412,13406,-0.035069313988310244,0.01875168575667277,-0.016507397394347426,0.016507397394347426
Souvenir G3SG1 | Jungle Dashed (Minimal Wear),44.14219047619048,23,0.41018099117292456,0.44479495747869385,-0.12237572035108858,0.12237572035108858
G3SG1 | Polar Camo (Field-Tested),0.05500098231827113,660234,-0.3999653720844977,0.012818179076471857,0.016212859367996282,0.016212859367996282
StatTrak™ G3SG1 | Ventilator (Factory New),4.103332695984704,6668,0.20800436999227864,0.03857704325174409,-0.09928431351701408,0.09928431351701408
SCAR-20 | Splash Jam (Field-Tested),35.37635042735043,925,0.003687614700542088,0.2010229852250634,-0.1601487044365133,0.1601487044365133
SSG 08 | Jungle Dashed (Field-Tested),2.4579312377210214,7071,1.0718085601712897,1.2941931060798684,-0.4258842860866329,0.4258842860866329
SSG 08 | Big Iron (Well-Worn),32.037600522193216,1405,0.13121469067337113,0.1638595478954118,-0.18131390848761547,0.18131390848761547
SCAR-20 | Brass (Minimal Wear),438.05005454545454,68,0.39928280493817353,0.46341401460009385,-0.5494878950372122,0.5494878950372122
SSG 08 | Mayan Dreams (Battle-Scarred),22.106663865546217,191,0.2153618893879072,0.6193829773420431,-0.24484373214352656,0.24484373214352656
StatTrak™ SSG 08 | Parallax (Well-Worn),14.59829766536965,4452,0.5353279406255044,0.6824118404789481,-0.4769840590158689,0.4769840590158689
G3SG1 | Black Sand (Battle-Scarred),3.17096682464455,3201,0.11091765273424871,0.17197035275365283,-0.17479393163240262,0.17479393163240262
SSG 08 | Mainframe 001 (Battle-Scarred),0.21938613861386136,164228,-0.1698017646333031,-0.1591959407419574,0.0032203153165157317,0.0032203153165157317
StatTrak™ SCAR-20 | Torn (Factory New),10.927696969696969,753,0.37180503078251836,0.1896065830729637,-0.31733028031800314,0.31733028031800314
SCAR-20 | Contractor (Field-Tested),0.03711787819253439,784404,-0.4081764135822536,-0.045620597367171084,0.04290528479686829,0.04290528479686829
AWP | Pink DDPAT (Minimal Wear),199.80413981042653,1531,0.028853547936358588,0.11471225378165162,-0.2183576041844787,0.2183576041844787
